row_id,place_id,place_name,city,state,category,latitude,longitude,visit_date,visit_year,visit_month,visit_month_name,day_of_week,is_weekend,season,time_of_day,weather_condition,temperature_c,humidity_percent,rainfall_mm,weather_suitability_score,user_rating,review_text,sentiment_score,sentiment_label,crowd_level,crowd_numeric,entry_free,entry_fee_inr,visit_duration,travel_type,would_revisit,would_recommend,final_recommendation_score
85,PL1359,Salar Jung Museum,Hyderabad,Telangana,Cultural,17.37556,78.48224,2020-03-16,2020,3,March,Monday,No,Spring,Morning,Foggy,22.7,68.0,,0.35,4.5,Excellent crowd management and great facilities available,1.0,Positive,Medium,2.0,Yes,0.0,Full Day,,No,,0.7075
86,PL9861,Dal Lake,Srinagar,Jammu & Kashmir,Natural,34.080636,74.793429,2021-04-21,2021,4,April,Wednesday,No,Spring,Afternoon,Sunny,23.9,72.0,0.5,0.92,4.8,"Unforgettable experience, will definitely visit again soon",1.0,Positive,Low,1.0,No,500.0,4-6 hours,Solo,Yes,Yes,0.968
87,PL0132,Red Fort,Delhi,Delhi,Historic,28.656336999999997,77.245525,2022-11-14,2022,11,November,Monday,No,Winter,Afternoon,Sunny,12.0,48.0,2.6,0.92,4.3,"Worth every penny, the view was absolutely spectacular",0.0,Neutral,High,3.0,No,40.0,< 1 hour,Family,No,Yes,0.633
88,PL7387,Chhatrapati Shivaji Museum,Mumbai,Maharashtra,Cultural,18.92695,72.836223,2023-12-17,2023,12,December,Sunday,Yes,Winter,Afternoon,Sunny,9.9,48.0,0.8,0.78,4.4,"Average attraction, suitable for tourists visiting nearby",0.0,Neutral,High,3.0,Yes,0.0,1-2 hours,Group,Yes,Yes,0.604
89,PL4776,Beas River,Manali,Himachal Pradesh,Natural,32.241764,77.186302,2022-11-22,2022,11,November,Tuesday,No,Winter,Night,Sunny,20.5,48.0,0.5,0.75,4.5,Fine place for a quick stop during your city tour,0.0,Neutral,Medium,2.0,Yes,,1-2 hours,Couple,,Yes,0.6825
90,PL5111,Ramnagar Fort,Varanasi,Uttar Pradesh,Historic,25.286538,83.032065,2021-04-15,2021,4,April,Thursday,No,Spring,Morning,Foggy,27.8,55.0,0.0,0.11,3.9,"Loved the local food stalls nearby, great overall trip",1.0,,Low,1.0,No,150.0,4-6 hours,Couple,Yes,Yes,0.7115
91,PL2433,Durgakund Temple,Varanasi,Uttar Pradesh,Religious,25.2961,82.993176,2019-08-24,2019,8,August,Saturday,Yes,Monsoon,Morning,Light Rain,29.8,87.0,6.4,0.68,4.2,"Loved the local food stalls nearby, great overall trip",1.0,Positive,High,3.0,Yes,0.0,1-2 hours,Business,Yes,Yes,0.692
92,PL8858,Elephanta Caves,Mumbai,Maharashtra,Historic,18.962889,72.936254,2024-06-03,2024,6,June,Monday,No,Monsoon,Evening,Light Rain,23.8,65.0,36.3,0.58,4.4,"Misleading photos online, reality was quite underwhelming",-1.0,Negative,High,3.0,No,200.0,Full Day,Family,No,Yes,0.429
93,PL7000,Solang Valley,Manali,Himachal Pradesh,Natural,32.322553,77.153373,2019-01-16,2019,1,January,Wednesday,No,Summer,Night,Cloudy,31.3,39.0,35.5,0.44,4.0,"Loved the local food stalls nearby, great overall trip",1.0,Positive,Low,1.0,No,150.0,2-4 hours,Family,Yes,Yes,0.8
94,PL8890,Nahargarh Fort,Jaipur,Rajasthan,Historic,26.942245,75.81538499999999,2023-01-03,2023,1,January,Tuesday,No,Summer,Afternoon,Partly Cloudy,30.3,50.0,2.1,0.97,,Very informative guides and well preserved heritage site,0.0,Neutral,High,3.0,No,500.0,1-2 hours,Business,Yes,Yes,0.6095
95,PL8276,Botanical Garden,Ooty,Tamil Nadu,Natural,11.411010000000001,76.702349,2023-08-07,2023,8,August,Monday,No,Monsoon,Evening,Windy,22.5,93.0,0.9,0.58,4.5,Wonderful place to spend quality time with family,1.0,Positive,High,3.0,No,75.0,4-6 hours,Family,Yes,Yes,0.685
96,PL9780,Old Manali,Manali,Himachal Pradesh,Cultural,32.26093,77.171346,2019-01-06,2019,1,January,Sunday,Yes,Summer,Morning,Windy,36.0,41.0,1.2,0.46,3.8,Superb ambiance and the staff was extremely helpful,1.0,Positive,High,3.0,No,250.0,< 1 hour,Couple,No,Yes,0.613
97,PL8541,Gateway of India,Mumbai,Maharashtra,Monument,18.920686,72.830994,2022-10-19,2022,10,October,Wednesday,No,Winter,Evening,Windy,21.7,64.0,2.8,0.52,4.4,"Great experience overall, very well maintained and clean",1.0,Positive,High,3.0,Yes,0.0,4-6 hours,Group,,Yes,0.664
98,PL6568,Humayun's Tomb,Delhi,Delhi,Historic,28.588497999999998,77.25394,2020-03-01,2020,3,March,Sunday,Yes,Spring,Afternoon,Sunny,30.1,50.0,,0.76,4.7,Superb ambiance and the staff was extremely helpful,1.0,Positive,High,3.0,Yes,0.0,1-2 hours,Solo,Yes,Yes,0.742
99,PL7211,Doddabetta Peak,Ooty,Tamil Nadu,Natural,11.395286,76.729773,2023-08-21,2023,8,August,Monday,No,Monsoon,Afternoon,Foggy,29.4,72.0,2.8,0.31,4.0,"Decent place to visit, nothing extraordinary but okay",0.0,Neutral,Low,1.0,Yes,,Full Day,Group,Yes,Yes,0.6425
100,PL6942,Koodal Azhagar Temple,Madurai,Tamil Nadu,Religious,9.908945,,2024-03-19,2024,3,March,Tuesday,No,Spring,Evening,Clear,28.7,54.0,1.3,0.95,4.8,"Perfect spot for photography, loved every moment here",1.0,Positive,Low,,No,150.0,< 1 hour,Solo,Yes,Yes,0.9755
101,PL9336,Durgiana Temple,Amritsar,Punjab,Religious,31.627911,74.85964100000001,2022-10-01,2022,10,October,Saturday,Yes,Winter,Night,Foggy,11.3,61.0,2.6,0.31,4.4,Wonderful place to spend quality time with family,1.0,Positive,Medium,2.0,Yes,0.0,Full Day,Family,Yes,Yes,0.6915
102,PL8460,Karanji Lake,Mysore,Karnataka,Natural,12.292886000000001,76.648388,2024-05-18,2024,5,May,Saturday,Yes,Spring,Morning,Sunny,24.1,46.0,1.2,0.98,4.4,Incredible architecture that leaves you speechless completely,1.0,Positive,High,3.0,Yes,0.0,1-2 hours,Family,Yes,Yes,0.779
103,PL1787,Alappuzha Beach,Alleppey,Kerala,Natural,9.491172,76.330903,2023-02-21,2023,2,February,Tuesday,No,Summer,Night,Light Rain,23.5,58.0,,0.52,4.4,"Mesmerizing beauty, the sunset here was simply divine",1.0,Positive,Medium,2.0,No,200.0,4-6 hours,,Yes,Yes,0.744
104,PL7211,Doddabetta Peak,Ooty,Tamil Nadu,Natural,11.395918,76.736325,2021-09-20,2021,9,September,Monday,No,Monsoon,Morning,Clear,31.8,74.0,2.7,0.99,4.3,"Loved the local food stalls nearby, great overall trip",1.0,Positive,Low,1.0,No,20.0,< 1 hour,Solo,Yes,Yes,0.9555
105,PL9654,Kashi Vishwanath Temple,Varanasi,Uttar Pradesh,Religious,25.312831,83.013515,2020-06-06,2020,6,June,Saturday,Yes,Monsoon,Night,Clear,26.2,81.0,0.9,0.77,4.2,"Loved the local food stalls nearby, great overall trip",1.0,Positive,High,3.0,No,200.0,1-2 hours,Business,Yes,Yes,0.7145
106,PL5111,Ramnagar Fort,Varanasi,Uttar Pradesh,Historic,25.285522,83.034664,2019-03-15,2019,3,March,Friday,No,Spring,Night,Sunny,25.3,59.0,2.5,0.9,4.2,"Very crowded on weekends, hard to enjoy the place peacefully",1.0,Positive,Medium,2.0,Yes,0.0,4-6 hours,Solo,Yes,Yes,0.827
107,PL8541,Gateway of India,Mumbai,Maharashtra,Monument,18.918182,72.833955,2020-05-08,2020,5,May,Friday,No,Spring,Night,Windy,29.4,69.0,1.4,0.51,5.0,"Misleading photos online, reality was quite underwhelming",-1.0,Negative,Low,1.0,No,150.0,4-6 hours,Business,Yes,Yes,0.6275
108,PL1888,India Gate,Delhi,Delhi,Monument,28.609039,77.231116,2024-09-22,2024,9,September,Sunday,Yes,Monsoon,Night,Clear,22.9,80.0,2.4,0.93,5.0,Fine place for a quick stop during your city tour,0.0,Neutral,Medium,,No,75.0,Full Day,Solo,Yes,Yes,0.7575
109,PL5358,Indian Museum,Kolkata,West Bengal,Cultural,22.557426,88.349403,2019-03-17,2019,3,March,Sunday,Yes,Spring,Morning,Light Rain,35.4,73.0,5.5,0.43,4.7,,1.0,Positive,High,3.0,Yes,0.0,2-4 hours,Business,No,Yes,0.6595
110,PL4776,Beas River,Manali,Himachal Pradesh,Natural,32.243336,77.186702,2024-11-28,2024,11,November,Thursday,No,Winter,Night,Light Rain,11.3,52.0,27.3,0.43,4.8,"Perfect spot for photography, loved every moment here",1.0,Positive,High,3.0,No,250.0,Full Day,Couple,Yes,Yes,0.6655
111,PL7146,Marari Beach,Alleppey,Kerala,Natural,9.583686,76.304514,2019-05-28,2019,5,May,Tuesday,No,Spring,Afternoon,Windy,30.7,64.0,,0.63,3.6,"Great experience overall, very well maintained and clean",1.0,Positive,High,3.0,No,500.0,,Family,Yes,,0.6435
112,PL5111,Ramnagar Fort,Varanasi,Uttar Pradesh,Historic,25.288125,83.040982,2021-09-18,2021,9,September,Saturday,Yes,Monsoon,Morning,Clear,19.0,,1.3,0.97,4.6,Not as grand as expected but still worth a short visit,0.0,Neutral,High,3.0,No,40.0,4-6 hours,Solo,Yes,Yes,0.6635
113,PL4820,Amber Fort,Jaipur,Rajasthan,Historic,26.983750999999998,75.850411,2019-01-12,2019,1,January,Saturday,Yes,Summer,Afternoon,Partly Cloudy,38.0,67.0,1.0,0.85,4.8,,1.0,Positive,High,3.0,No,,1-2 hours,Solo,Yes,Yes,0.7705
114,PL5181,Dakshineswar Kali Temple,Kolkata,West Bengal,Religious,22.652717000000003,88.358185,2020-12-14,2020,12,December,Monday,No,Winter,Morning,Heavy Rain,14.7,56.0,,0.36,4.3,"Absolutely breathtaking experience, must visit for everyone",1.0,Positive,High,3.0,Yes,0.0,2-4 hours,Group,Yes,Yes,0.618
115,PL4286,Emerald Lake,Ooty,Tamil Nadu,Natural,11.440126,76.722871,2024-08-27,2024,8,August,Tuesday,No,Monsoon,Morning,Heavy Rain,32.9,65.0,12.0,0.19,3.9,"Not worth the entry fee, basic facilities were lacking",-1.0,Negative,Low,1.0,No,500.0,4-6 hours,Family,Yes,Yes,0.4815
116,PL8890,Nahargarh Fort,Jaipur,Rajasthan,Historic,26.948363,75.817966,2020-02-06,2020,2,February,Thursday,No,Summer,Afternoon,Sunny,27.1,59.0,2.9,0.99,4.6,Amazing historical significance and stunning architecture,1.0,Positive,High,3.0,No,40.0,< 1 hour,Group,No,Yes,0.7935
117,PL8541,Gateway of India,Mumbai,Maharashtra,Monument,18.926547,72.83905,2021-11-19,2021,11,November,Friday,No,Winter,Night,Foggy,6.9,54.0,2.0,0.3,4.0,"Long queues and rude staff, spoiled the overall experience",-1.0,Negative,High,3.0,Yes,0.0,4-6 hours,Business,Yes,Yes,0.335
118,PL5114,Hadimba Temple,Manali,Himachal Pradesh,Religious,32.235453,77.19274,2022-02-24,2022,2,February,Thursday,No,Summer,Evening,Foggy,36.4,52.0,1.7,0.23,4.7,Amazing historical significance and stunning architecture,1.0,Positive,Low,1.0,Yes,0.0,2-4 hours,Couple,No,Yes,0.7895
119,PL8420,City Palace,Jaipur,Rajasthan,Historic,,75.820183,2021-09-06,2021,9,September,Monday,No,Monsoon,Evening,Clear,32.2,69.0,2.8,0.83,5.0,Superb ambiance and the staff was extremely helpful,1.0,Positive,Medium,2.0,No,75.0,Full Day,Family,Yes,Yes,0.8575
120,PL4776,Beas River,Manali,Himachal Pradesh,Natural,32.242854,77.190167,2021-02-09,2021,2,February,Tuesday,No,Summer,Morning,Windy,35.5,36.0,0.2,0.6,4.6,"Absolutely breathtaking experience, must visit for everyone",1.0,Positive,Medium,2.0,No,150.0,4-6 hours,Group,Yes,Yes,0.776
121,PL2976,Krishnapuram Palace,Alleppey,Kerala,Historic,9.157391,76.52899400000001,2019-08-23,2019,8,August,Friday,No,Monsoon,Morning,Sunny,30.0,81.0,1.1,0.97,3.7,"Peaceful and serene atmosphere, highly recommended to all",1.0,Positive,Low,1.0,No,200.0,Full Day,Business,,Yes,0.9145
122,PL2433,Durgakund Temple,Varanasi,Uttar Pradesh,Religious,25.297625999999998,,2019-02-13,2019,2,February,Wednesday,No,Summer,Night,Partly Cloudy,29.4,49.0,2.0,0.77,4.6,"Unforgettable experience, will definitely visit again soon",1.0,Positive,Medium,2.0,No,30.0,Full Day,Family,Yes,Yes,0.8185
123,PL1806,Rose Garden,Ooty,Tamil Nadu,Natural,11.420598,76.714799,2020-06-21,2020,6,June,Sunday,Yes,Monsoon,Afternoon,Sunny,25.4,80.0,1.9,0.82,4.3,"Typical tourist spot, does the job for a short visit",0.0,Neutral,High,3.0,No,40.0,Full Day,Couple,Yes,Yes,0.608
124,PL8890,Nahargarh Fort,Jaipur,Rajasthan,Historic,26.944346000000003,75.810973,2022-11-17,2022,11,November,Thursday,No,Winter,Evening,Heavy Rain,13.5,63.0,12.3,0.1,4.8,"Misleading photos online, reality was quite underwhelming",-1.0,Negative,Medium,2.0,No,150.0,< 1 hour,Business,Yes,Yes,0.413
125,PL6357,Brindavan Gardens,Mysore,Karnataka,Natural,12.425141,76.573186,2021-10-22,2021,10,October,Friday,No,Winter,Afternoon,Heavy Rain,15.3,58.0,29.0,0.3,4.4,Incredible architecture that leaves you speechless completely,1.0,Positive,Medium,2.0,No,40.0,< 1 hour,Family,No,Yes,0.689
126,PL7835,Hawa Mahal,Jaipur,Rajasthan,Historic,,75.825138,2022-03-21,2022,3,March,Monday,No,Spring,Evening,Heavy Rain,25.0,57.0,19.6,0.39,4.4,Very informative guides and well preserved heritage site,0.0,Neutral,High,3.0,No,,,Couple,No,Yes,0.5065
127,PL5296,Sarnath,Varanasi,Uttar Pradesh,Historic,25.375976,83.020431,2021-12-08,2021,12,December,Wednesday,No,Winter,Night,Heavy Rain,10.3,56.0,4.8,,4.7,"Good for a one time visit, average experience overall",0.0,Neutral,High,3.0,Yes,0.0,,,Yes,Yes,0.5145
128,PL3282,Meenakshi Temple,Madurai,Tamil Nadu,Religious,,78.122637,2023-09-26,2023,9,September,Tuesday,No,Monsoon,Morning,Foggy,27.9,84.0,2.5,0.26,4.6,"Good for a one time visit, average experience overall",0.0,Neutral,High,3.0,No,50.0,< 1 hour,,No,Yes,0.486
129,PL5181,Dakshineswar Kali Temple,Kolkata,West Bengal,Religious,22.655868,88.35516,2021-12-29,2021,12,December,Wednesday,No,Winter,Morning,Sunny,19.6,56.0,3.0,0.84,4.0,"Very crowded on weekends, hard to enjoy the place peacefully",,,Medium,2.0,No,250.0,< 1 hour,Group,Yes,Yes,0.8
130,PL8276,Botanical Garden,Ooty,Tamil Nadu,Natural,11.415039,76.707314,2022-02-17,2022,2,February,Thursday,No,Summer,Night,Windy,24.0,48.0,1.6,0.46,3.9,"Okay experience, could be better with improved maintenance",0.0,Neutral,High,3.0,No,30.0,Full Day,Couple,No,Yes,0.494
131,PL0739,Gulmarg Gondola,Gulmarg,Jammu & Kashmir,Natural,34.055245000000006,74.383946,2020-10-19,2020,10,October,Monday,No,Winter,Afternoon,,23.4,50.0,2.2,0.99,5.0,One of the most beautiful places I have ever seen in my life,1.0,Positive,High,3.0,Yes,0.0,< 1 hour,Couple,Yes,Yes,0.8175
132,PL1359,Salar Jung Museum,Hyderabad,Telangana,Cultural,17.373054,78.47753300000001,2021-06-25,2021,6,June,Friday,No,Monsoon,Morning,Foggy,27.1,92.0,1.6,0.19,3.7,"Great experience overall, very well maintained and clean",1.0,,Medium,2.0,No,20.0,4-6 hours,Business,No,Yes,0.6195
133,PL1359,Salar Jung Museum,Hyderabad,Telangana,Cultural,17.371214000000002,78.484268,2020-01-03,2020,1,January,Friday,No,Summer,Evening,,29.1,24.0,1.2,0.99,4.3,"Not worth the entry fee, basic facilities were lacking",-1.0,Negative,Low,1.0,No,200.0,Full Day,Group,Yes,Yes,0.7055
134,PL8541,Gateway of India,Mumbai,Maharashtra,Monument,,72.83537199999999,2024-07-06,2024,7,July,Saturday,Yes,Monsoon,Night,Partly Cloudy,30.7,80.0,1.3,0.88,5.0,,0.0,Neutral,Medium,2.0,Yes,0.0,1-2 hours,Family,Yes,Yes,0.745
135,PL9604,Jal Mahal,Jaipur,Rajasthan,Natural,26.949246000000002,75.851287,2024-09-16,2024,9,September,Monday,No,Monsoon,Night,Windy,28.3,89.0,1.6,0.44,4.2,"Not worth the entry fee, basic facilities were lacking",-1.0,Negative,Medium,2.0,No,150.0,1-2 hours,Group,,Yes,0.462
136,PL6364,Samanar Hills,Madurai,Tamil Nadu,Natural,9.970353,77.9676,2019-07-03,2019,7,July,Wednesday,No,Monsoon,Morning,Clear,30.5,84.0,0.3,0.99,4.0,Superb ambiance and the staff was extremely helpful,1.0,Positive,Medium,2.0,No,150.0,Full Day,Solo,Yes,Yes,0.8375
137,PL9604,Jal Mahal,Jaipur,Rajasthan,Natural,26.951437000000002,75.84680800000001,2020-01-30,2020,1,January,Thursday,No,Summer,Morning,Partly Cloudy,30.5,47.0,0.4,0.89,,"Not worth the entry fee, basic facilities were lacking",-1.0,Negative,High,3.0,No,30.0,< 1 hour,Family,Yes,Yes,0.5005
138,PL5033,Marine Drive,Mumbai,Maharashtra,Natural,18.942602,72.825784,2019-02-22,2019,2,February,Friday,No,Summer,Evening,Sunny,34.2,42.0,2.5,0.75,4.7,"Litter everywhere, needs better cleanliness management urgently",-1.0,Negative,High,3.0,No,75.0,Full Day,,Yes,Yes,0.4895
139,PL2700,Mughal Gardens,Srinagar,Jammu & Kashmir,Natural,34.124455,74.868583,2019-11-18,2019,11,November,Monday,No,Winter,Evening,Foggy,16.3,56.0,,0.32,4.9,Incredible architecture that leaves you speechless completely,1.0,Positive,High,3.0,No,20.0,1-2 hours,Group,Yes,Yes,0.644
140,PL6568,Humayun's Tomb,Delhi,Delhi,Historic,28.597196999999998,77.249135,2024-07-18,2024,7,July,Thursday,No,Monsoon,Night,Foggy,26.4,87.0,,,4.4,Very informative guides and well preserved heritage site,,,High,3.0,No,100.0,4-6 hours,Group,No,Yes,0.479
141,PL7387,Chhatrapati Shivaji Museum,Mumbai,Maharashtra,Cultural,18.922501,72.835634,2019-10-02,2019,10,October,Wednesday,No,Winter,Afternoon,Sunny,21.8,49.0,1.7,0.95,4.2,Excellent crowd management and great facilities available,1.0,Positive,High,3.0,Yes,0.0,4-6 hours,Group,Yes,Yes,0.7595
142,PL6505,Shankaracharya Temple,Srinagar,Jammu & Kashmir,Religious,34.091097,74.85169499999999,2021-10-08,2021,10,October,Friday,No,Winter,Evening,Partly Cloudy,17.0,49.0,2.9,0.96,4.3,"Overcrowded and poorly maintained, very disappointing visit",-1.0,Negative,High,3.0,No,20.0,2-4 hours,Solo,Yes,Yes,0.518
143,PL1235,Charminar,Hyderabad,Telangana,Historic,17.366595,78.473117,2019-10-25,2019,10,October,Friday,No,Winter,Afternoon,Partly Cloudy,13.1,69.0,1.3,0.86,5.0,"Unforgettable experience, will definitely visit again soon",1.0,Positive,Low,1.0,No,250.0,< 1 hour,Group,Yes,Yes,0.965
144,PL1787,Alappuzha Beach,Alleppey,Kerala,Natural,9.488522,76.328466,2022-12-05,2022,12,December,Monday,No,Winter,Afternoon,Heavy Rain,,52.0,29.2,0.33,4.5,,1.0,Positive,High,3.0,No,250.0,,Solo,Yes,,0.6225
145,PL5296,Sarnath,Varanasi,Uttar Pradesh,Historic,25.367513000000002,83.022874,2022-11-09,2022,11,November,Wednesday,No,Winter,Evening,,8.8,53.0,2.4,0.21,4.1,Very informative guides and well preserved heritage site,0.0,Neutral,High,3.0,No,50.0,Full Day,Family,No,Yes,0.4435
146,PL7736,Jantar Mantar,Jaipur,Rajasthan,Historic,26.922836,75.82488400000001,2019-02-07,2019,2,February,Thursday,No,Summer,Night,Foggy,27.7,54.0,2.5,0.13,4.3,"Long queues and rude staff, spoiled the overall experience",-1.0,Negative,High,3.0,No,40.0,4-6 hours,Solo,Yes,Yes,0.3105
147,PL7736,Jantar Mantar,Jaipur,Rajasthan,Historic,26.928302000000002,75.82579600000001,2022-01-18,2022,1,January,Tuesday,No,Summer,Morning,Windy,35.2,47.0,1.2,0.4,,"Great experience overall, very well maintained and clean",1.0,Positive,Low,1.0,No,250.0,< 1 hour,Solo,Yes,Yes,0.772
148,PL6357,Brindavan Gardens,Mysore,Karnataka,Natural,12.420795,76.570669,2023-01-06,2023,1,January,Friday,No,Summer,Afternoon,Cloudy,27.1,51.0,41.3,0.59,4.0,"Okay experience, could be better with improved maintenance",0.0,Neutral,High,3.0,No,250.0,2-4 hours,Business,Yes,Yes,0.5325
149,PL5033,Marine Drive,Mumbai,Maharashtra,Natural,18.946021,72.822443,2023-02-16,2023,2,February,Thursday,No,Summer,Morning,Light Rain,37.9,18.0,32.9,0.62,4.8,"Long queues and rude staff, spoiled the overall experience",-1.0,Negative,High,3.0,No,30.0,Full Day,Group,No,Yes,0.463
150,PL8003,Sundarbans,Kolkata,West Bengal,Natural,21.94489,89.000406,2020-05-08,2020,5,May,Friday,No,Spring,Afternoon,Light Rain,29.4,64.0,4.7,0.45,4.5,"Mixed experience, some parts well maintained others not so",0.0,Neutral,High,3.0,No,30.0,Full Day,Group,Yes,Yes,0.5275
151,PL7211,Doddabetta Peak,Ooty,Tamil Nadu,Natural,11.394276,76.73554,2024-12-20,2024,12,December,Friday,No,Winter,Afternoon,Windy,16.6,55.0,,0.64,3.0,Not as grand as expected but still worth a short visit,0.0,Neutral,Medium,2.0,Yes,0.0,,Solo,Yes,No,0.565
152,PL5114,Hadimba Temple,Manali,Himachal Pradesh,Religious,32.242373,77.189738,2023-07-24,2023,7,July,Monday,No,Monsoon,Evening,Clear,24.0,76.0,1.3,,4.8,"Very crowded on weekends, hard to enjoy the place peacefully",1.0,Positive,High,3.0,No,75.0,2-4 hours,Family,No,Yes,0.7705
153,PL7220,St. Philomena's Church,Mysore,Karnataka,Religious,12.314048,76.660743,2024-01-21,2024,1,January,Sunday,Yes,Summer,Night,Cloudy,29.5,54.0,10.2,0.4,5.0,Excellent crowd management and great facilities available,1.0,Positive,High,3.0,No,150.0,< 1 hour,Group,No,Yes,0.67
154,PL9336,Durgiana Temple,Amritsar,Punjab,Religious,31.62562,74.86624400000001,2024-09-17,2024,9,September,Tuesday,No,Monsoon,Morning,Partly Cloudy,26.7,87.0,0.5,0.87,4.6,Wonderful place to spend quality time with family,1.0,Positive,Low,1.0,No,150.0,4-6 hours,Family,Yes,Yes,0.9435
155,PL0739,Gulmarg Gondola,Gulmarg,Jammu & Kashmir,Natural,34.053619000000005,74.38090199999999,2024-01-15,2024,1,January,Monday,No,Summer,Evening,Light Rain,30.0,47.0,38.6,0.52,4.9,"Moderate crowd, facilities are acceptable for the price",0.0,Neutral,Medium,2.0,No,250.0,1-2 hours,Family,Yes,Yes,0.649
156,PL6357,Brindavan Gardens,Mysore,Karnataka,Natural,12.420350000000001,76.567974,2021-08-16,2021,8,August,Monday,No,Monsoon,Night,,25.5,69.0,36.3,0.68,4.6,"Mesmerizing beauty, the sunset here was simply divine",1.0,Positive,Medium,2.0,No,20.0,2-4 hours,Couple,Yes,Yes,0.796
157,PL4820,Amber Fort,Jaipur,Rajasthan,Historic,26.988027,75.847696,2020-08-17,2020,8,August,Monday,No,Monsoon,Night,Sunny,27.6,87.0,0.6,0.79,3.8,"Typical tourist spot, does the job for a short visit",0.0,Neutral,High,3.0,Yes,,4-6 hours,Group,Yes,Yes,0.5705
158,PL5114,Hadimba Temple,Manali,Himachal Pradesh,Religious,32.235501000000006,77.185464,2022-08-05,2022,8,August,Friday,No,Monsoon,Evening,Windy,23.0,70.0,2.9,0.7,4.6,"Absolutely breathtaking experience, must visit for everyone",,,Medium,2.0,No,20.0,1-2 hours,Solo,Yes,Yes,0.801
159,PL5358,Indian Museum,Kolkata,West Bengal,Cultural,22.556021,88.348948,2024-06-21,2024,6,June,Friday,No,Monsoon,Morning,Clear,32.9,72.0,1.7,0.89,4.8,,0.0,Neutral,Medium,2.0,Yes,0.0,Full Day,Group,Yes,Yes,0.7355
160,PL8890,Nahargarh Fort,Jaipur,Rajasthan,Historic,26.940114,75.812708,2023-07-22,2023,7,July,Saturday,Yes,Monsoon,Evening,Heavy Rain,24.5,53.0,11.3,0.15,,Superb ambiance and the staff was extremely helpful,1.0,,High,3.0,Yes,,4-6 hours,Family,Yes,Yes,0.5595
161,PL3282,Meenakshi Temple,Madurai,Tamil Nadu,Religious,9.920727999999999,78.1167,2024-07-13,2024,7,July,Saturday,Yes,Monsoon,Night,Partly Cloudy,26.0,70.0,2.3,0.94,5.0,"Perfect spot for photography, loved every moment here",1.0,Positive,High,3.0,No,30.0,1-2 hours,Group,Yes,Yes,0.805
162,PL7835,Hawa Mahal,Jaipur,Rajasthan,Historic,26.926123999999998,75.828495,2022-07-03,2022,7,July,Sunday,Yes,Monsoon,Morning,Foggy,26.2,75.0,,0.39,4.1,"Great experience overall, very well maintained and clean",1.0,Positive,Medium,2.0,Yes,,< 1 hour,Solo,No,Yes,0.6935
163,PL0197,Rohtang Pass,Manali,Himachal Pradesh,Natural,32.372213,77.250123,2021-12-06,2021,12,December,Monday,No,Winter,Afternoon,Clear,12.7,63.0,2.1,0.84,4.3,"Worth every penny, the view was absolutely spectacular",0.0,Neutral,Low,1.0,Yes,0.0,4-6 hours,Group,Yes,Yes,0.793
164,PL9407,Chamundi Hill,Mysore,Karnataka,Religious,12.268626000000001,76.67197300000001,2019-07-03,2019,7,July,Wednesday,No,Monsoon,Evening,Light Rain,20.7,75.0,20.5,0.48,5.0,Amazing historical significance and stunning architecture,1.0,Positive,High,3.0,Yes,0.0,2-4 hours,Solo,Yes,Yes,0.69
